# 这是本地源列表，一行一个源，格式为：频道名称,接口地址
# 支持设置白名单：接口后添加$!
# The local source list, one line per source, format: channel name, interface address
# Support setting whitelist: add $! after the interface

☘️国产色情,#genre#
流出版-小野寺梨紗無碼流出,https://vip2.slbfsl.com/20230419/X2DCy0vR/index.m3u8
流出版-音梓無碼流出2,https://vip2.slbfsl.com/20230419/d9IWkwNA/index.m3u8
流出版-音梓無碼流出1,https://vip2.slbfsl.com/20230419/rY7FxjsA/index.m3u8
流出版-陽田まり無碼流出,https://vip2.slbfsl.com/20230419/vMdkUeLX/index.m3u8
美BODYに膣内暴発-Part 1,https://vip2.slbfsl.com/20230420/jTDzqNUh/index.m3u8
美BODYに膣内暴発-Part 2,https://vip2.slbfsl.com/20230420/QxQzbTSd/index.m3u8
秘蔵マンコセレクション2,https://vip2.slbfsl.com/20230421/lt11BPbq/index.m3u8
奶牛位置,https://vip2.slbfsl.com/20230421/ddpHZ2A7/index.m3u8
模型集合,https://vip2.slbfsl.com/20230421/FzB2ETjj/index.m3u8
模特的集合,https://vip2.slbfsl.com/20230421/jXtbHqut/index.m3u8
苗條的秀麗,https://vip2.slbfsl.com/20230421/ACRIKFyD/index.m3u8
